"","x"
"2724",120344.607312661
"2725",123074.494190894
"2726",148229.554196284
"2727",179235.485597498
"2728",170836.983591716
"2729",145503.14415591
"2730",147782.811410075
"2731",124337.110420477
"2732",137778.225205569
"2733",157696.341935564
"2734",121115.537840359
"2735",138700.627363063
"2736",133107.074011472
"2737",121240.313524489
"2738",128073.192409686
"2739",147338.045083881
"2740",136762.297759088
"2741",139307.202951363
"2742",152333.829604928
"2743",164858.729626681
"2744",166076.5898667
"2745",139532.610804964
"2746",141775.653436183
"2747",147721.22120931
"2748",112511.253464096
"2749",127423.025621864
"2750",116848.915038323
"2751",134065.504263825
"2752",172011.532705439
"2753",157807.192633964
"2754",235069.667556066
"2755",143069.074798007
"2756",89673.2484512901
"2757",49290.9197388178
"2758",82551.0369442537
"2759",170313.135290717
"2760",133301.885475636
"2761",137995.446685603
"2762",135306.664135766
"2763",185740.192269789
"2764",137635.116299525
"2765",274777.590533106
"2766",141275.473426865
"2767",80148.2047567301
"2768",130068.892164885
"2769",143214.461205591
"2770",134964.578883892
"2771",92900.8023869371
"2772",99407.4662769131
"2773",178844.134888544
"2774",161249.830530835
"2775",123655.635073506
"2776",146143.346804592
"2777",159642.154487544
"2778",116896.089739128
"2779",128107.268125557
"2780",98544.515219484
"2781",94056.8910632819
"2782",97331.264563297
"2783",107160.875128277
"2784",129134.124484214
"2785",138766.709685787
"2786",46692.8575234247
"2787",124865.68599075
"2788",66657.1562437174
"2789",168849.952252414
"2790",91541.4306097546
"2791",105031.818122184
"2792",79570.3054473845
"2793",157642.398944133
"2794",96951.5726210218
"2795",122316.964304561
"2796",96281.1453242094
"2797",255660.083341521
"2798",120952.550833537
"2799",118362.473673345
"2800",66469.4357448842
"2801",114237.874698047
"2802",130561.262818951
"2803",184535.113728645
"2804",122848.93276606
"2805",101879.359288237
"2806",70683.4357259924
"2807",257703.882189169
"2808",155451.205023724
"2809",125415.336010903
"2810",125092.180074266
"2811",167711.337037672
"2812",179753.369699863
"2813",152836.43496988
"2814",157938.654213979
"2815",105014.261273922
"2816",231165.668249218
"2817",146909.719624882
"2818",131509.449760847
"2819",160855.68406352
"2820",135868.839641298
"2821",99886.8872584757
"2822",168475.98721176
"2823",334021.261171111
"2824",184995.461592773
"2825",143360.60978802
"2826",134809.350143802
"2827",129924.118099837
"2828",244688.356417195
"2829",209070.072375902
"2830",229289.662257804
"2831",183361.141733931
"2832",251654.525667026
"2833",321683.725432673
"2834",238068.500509874
"2835",227016.242563972
"2836",195638.95834725
"2837",158428.267037863
"2838",148251.484267953
"2839",165728.980273907
"2840",209764.341573877
"2841",200891.406245221
"2842",222666.702620753
"2843",152848.674004312
"2844",175843.527916206
"2845",123984.26607771
"2846",207273.312837898
"2847",217158.135559979
"2848",211575.686664338
"2849",196826.253707901
"2850",267052.76210994
"2851",206429.910046809
"2852",226907.892438194
"2853",226807.443013439
"2854",136330.049742952
"2855",205085.151698875
"2856",203053.229964445
"2857",190579.216712486
"2858",211000.28815077
"2859",76041.7849821468
"2860",141598.00677667
"2861",123801.267937621
"2862",179620.789680769
"2863",152184.560616324
"2864",257058.564475271
"2865",144172.292622564
"2866",130043.304920489
"2867",96935.8896345714
"2868",86836.0847440586
"2869",93247.4534578284
"2870",97910.6404558363
"2871",58872.195508857
"2872",33390.5731764408
"2873",79032.8133291256
"2874",150975.749748523
"2875",124126.179430079
"2876",159691.991294755
"2877",157529.685279197
"2878",158454.420223166
"2879",149389.601804073
"2880",108443.803184912
"2881",145643.392700032
"2882",204524.120064609
"2883",208222.929543871
"2884",182257.879644403
"2885",182606.448912556
"2886",257110.51849208
"2887",103321.509075969
"2888",147483.752286348
"2889",30243.7308940386
"2890",79449.8284499558
"2891",155711.437576257
"2892",5511.25091574277
"2893",72852.76342952
"2894",10539.5873040677
"2895",348333.809001887
"2896",289756.250265865
"2897",224293.061099765
"2898",126516.811332716
"2899",205039.724088478
"2900",160215.885205351
"2901",227704.819128761
"2902",166696.389602282
"2903",315218.738459717
"2904",355341.645364234
"2905",61575.8447689124
"2906",194343.221945792
"2907",102405.867328833
"2908",110729.769892395
"2909",128455.741439748
"2910",74619.9484236239
"2911",72172.0192294886
"2912",148968.895290064
"2913",73358.9857486063
"2914",64076.1192243804
"2915",86022.6687888544
"2916",80530.9266196369
"2917",175714.78340735
"2918",115244.233245456
"2919",223143.235117086
